时间,,测风塔70m风速,测风塔70m风向,温度,气压,湿度,实际发电功率
2017-2-4 0:45:00,3268,6.30 ,54.3 ,-2.13,826.0 ,40 ,0.0 
2017-2-4 1:00:00,3269,7.20 ,53.8 ,-1.59,826.0 ,40 ,0.0 
2017-2-4 1:15:00,3270,7.40 ,56.4 ,-1.51,826.0 ,40 ,0.0 
2017-2-4 1:30:00,3271,7.40 ,53.6 ,-1.96,826.0 ,41 ,0.1 
2017-2-4 1:45:00,3272,7.40 ,56.2 ,-2.16,826.0 ,41 ,0.0 
2017-2-4 2:00:00,3273,7.50 ,57.4 ,-2.25,826.0 ,42 ,0.0 
2017-2-4 2:15:00,3274,7.40 ,65.5 ,-2.04,826.2 ,41 ,0.0 
2017-2-4 2:30:00,3275,7.70 ,73.9 ,-1.90,827.0 ,41 ,0.0 
2017-2-4 2:45:00,3276,7.70 ,73.4 ,-1.80,827.4 ,39 ,0.0 
2017-2-4 3:00:00,3277,7.70 ,77.3 ,-2.20,827.6 ,40 ,0.0 
2017-2-4 3:15:00,3278,7.70 ,89.5 ,-2.02,827.9 ,40 ,0.0 
2017-2-4 3:30:00,3279,7.50 ,101.9 ,-2.07,827.9 ,40 ,0.0 
2017-2-4 3:45:00,3280,7.60 ,127.4 ,-0.38,827.9 ,38 ,0.0 
2017-2-4 4:00:00,3281,7.60 ,131.7 ,0.14,827.7 ,37 ,0.0 
2017-2-4 4:15:00,3282,7.70 ,130.7 ,0.15,827.9 ,37 ,0.0 
2017-2-4 4:30:00,3283,7.80 ,127.9 ,0.98,827.9 ,36 ,0.0 
2017-2-4 4:45:00,3284,7.80 ,126.6 ,1.35,827.9 ,35 ,0.0 
2017-2-4 5:00:00,3285,7.70 ,130.0 ,0.94,827.9 ,36 ,0.0 
2017-2-4 5:15:00,3286,8.00 ,123.9 ,0.72,827.9 ,36 ,0.0 
2017-2-4 5:30:00,3287,8.10 ,126.5 ,0.86,827.9 ,36 ,0.0 
2017-2-4 5:45:00,3288,8.30 ,125.2 ,1.21,827.9 ,35 ,0.0 
2017-2-4 6:00:00,3289,8.30 ,120.9 ,1.05,827.3 ,35 ,1.7 
2017-2-4 6:15:00,3290,8.50 ,120.8 ,1.33,827.0 ,34 ,2.5 
2017-2-4 6:30:00,3291,8.40 ,123.7 ,1.61,826.2 ,34 ,5.7 
2017-2-4 6:45:00,3292,8.50 ,131.6 ,1.48,826.0 ,35 ,5.7 
2017-2-4 7:00:00,3293,8.60 ,129.3 ,1.94,826.0 ,34 ,5.6 
2017-2-4 7:15:00,3294,8.30 ,124.1 ,2.30,825.6 ,33 ,5.7 
2017-2-4 7:30:00,3295,8.70 ,125.6 ,2.99,825.0 ,31 ,4.3 
2017-2-4 7:45:00,3296,8.80 ,132.2 ,3.32,825.0 ,31 ,4.1 
2017-2-4 8:00:00,3297,8.80 ,129.3 ,3.52,825.0 ,31 ,5.1 
2017-2-4 8:15:00,3298,8.80 ,132.7 ,3.78,825.0 ,31 ,4.8 
2017-2-4 8:30:00,3299,8.80 ,124.3 ,4.26,825.0 ,31 ,2.6 
2017-2-4 8:45:00,3300,8.80 ,120.2 ,4.94,825.0 ,30 ,0.1 
2017-2-4 9:00:00,3301,8.50 ,123.1 ,5.55,825.0 ,29 ,0.2 
2017-2-4 9:15:00,3302,8.40 ,116.6 ,5.89,825.0 ,28 ,0.0 
2017-2-4 9:30:00,3303,8.60 ,117.7 ,5.85,825.0 ,28 ,0.0 
2017-2-4 9:45:00,3304,9.40 ,116.9 ,5.47,825.0 ,29 ,0.0 
2017-2-4 10:00:00,3305,8.90 ,111.3 ,5.51,825.0 ,29 ,0.0 
2017-2-4 10:15:00,3306,9.00 ,117.6 ,5.39,825.0 ,29 ,0.0 
2017-2-4 10:30:00,3307,9.20 ,124.2 ,5.27,825.0 ,30 ,0.0 
2017-2-4 10:45:00,3308,9.00 ,117.9 ,5.70,825.0 ,29 ,0.0 
2017-2-4 11:00:00,3309,8.80 ,121.5 ,5.38,825.0 ,29 ,0.0 
2017-2-4 11:15:00,3310,8.70 ,125.2 ,5.26,825.0 ,30 ,0.0 
2017-2-4 11:30:00,3311,8.30 ,116.5 ,5.74,825.0 ,29 ,0.0 
2017-2-4 11:45:00,3312,8.30 ,118.3 ,5.85,825.7 ,29 ,0.4 
2017-2-4 12:00:00,3313,8.50 ,130.9 ,5.33,826.0 ,30 ,3.3 
2017-2-4 12:15:00,3314,8.00 ,123.1 ,4.57,826.0 ,30 ,15.1 
2017-2-4 12:30:00,3315,7.60 ,117.0 ,3.14,826.0 ,30 ,25.4 
2017-2-4 12:45:00,3316,7.40 ,118.0 ,2.60,826.0 ,30 ,34.4 
2017-2-4 13:00:00,3317,7.50 ,113.2 ,2.19,827.0 ,30 ,42.3 
2017-2-4 13:15:00,3318,7.20 ,115.2 ,1.83,827.0 ,30 ,43.9 
2017-2-4 13:30:00,3319,7.00 ,115.6 ,1.66,827.0 ,31 ,44.1 
2017-2-4 13:45:00,3320,7.00 ,116.0 ,1.58,827.0 ,31 ,45.8 
2017-2-4 14:00:00,3321,7.50 ,120.5 ,1.26,827.0 ,31 ,44.5 
2017-2-4 14:15:00,3322,7.50 ,123.1 ,0.80,827.5 ,32 ,41.9 
2017-2-4 14:30:00,3323,7.60 ,119.5 ,0.43,827.3 ,33 ,30.6 
2017-2-4 14:45:00,3324,7.50 ,123.5 ,-0.04,827.3 ,35 ,19.0 
2017-2-4 15:00:00,3325,7.10 ,125.1 ,-0.24,827.7 ,36 ,13.5 
2017-2-4 15:15:00,3326,7.70 ,114.8 ,-0.62,827.9 ,37 ,13.0 
2017-2-4 15:30:00,3327,8.10 ,112.1 ,-0.83,827.9 ,38 ,9.1 
2017-2-4 15:45:00,3328,8.30 ,107.2 ,-0.86,827.9 ,38 ,10.0 
2017-2-4 16:00:00,3329,8.00 ,106.6 ,-0.86,827.9 ,38 ,9.5 
2017-2-4 16:15:00,3330,8.20 ,113.7 ,-0.99,828.3 ,39 ,6.2 
2017-2-4 16:30:00,3331,8.20 ,112.3 ,-0.99,829.0 ,39 ,3.1 
2017-2-4 16:45:00,3332,8.20 ,110.9 ,-0.79,829.0 ,38 ,3.0 
2017-2-4 17:00:00,3333,7.90 ,115.7 ,-0.48,829.0 ,38 ,3.1 
2017-2-4 17:15:00,3334,7.30 ,121.2 ,-0.19,827.9 ,37 ,3.6 
2017-2-4 17:30:00,3335,7.40 ,121.8 ,-0.98,827.9 ,38 ,4.5 
2017-2-4 17:45:00,3336,6.90 ,120.1 ,-1.19,827.9 ,39 ,5.3 
2017-2-4 18:00:00,3337,6.90 ,121.1 ,-0.91,827.9 ,39 ,6.6 
2017-2-4 18:15:00,3338,7.10 ,114.0 ,-1.50,827.9 ,40 ,10.1 
2017-2-4 18:30:00,3339,7.20 ,116.8 ,-1.04,827.9 ,39 ,10.3 
2017-2-4 18:45:00,3340,7.20 ,121.4 ,-0.97,827.9 ,39 ,10.8 
2017-2-4 19:00:00,3341,7.50 ,118.7 ,-0.67,827.9 ,38 ,10.7 
2017-2-4 19:15:00,3342,7.80 ,118.2 ,-0.64,827.9 ,38 ,7.3 
2017-2-4 19:30:00,3343,7.40 ,111.7 ,-0.55,827.9 ,38 ,8.2 
2017-2-4 19:45:00,3344,7.60 ,115.2 ,-0.55,827.9 ,39 ,10.3 
2017-2-4 20:00:00,3345,7.20 ,116.9 ,-0.42,827.9 ,38 ,10.9 
2017-2-4 20:15:00,3346,7.30 ,117.1 ,-0.27,827.9 ,37 ,9.9 
2017-2-4 20:30:00,3347,7.30 ,116.2 ,-0.45,827.9 ,38 ,9.1 
2017-2-4 20:45:00,3348,7.40 ,113.1 ,-0.69,827.9 ,38 ,14.1 
2017-2-4 21:00:00,3349,7.50 ,114.0 ,-0.78,827.9 ,38 ,14.5 
2017-2-4 21:15:00,3350,7.80 ,107.9 ,-0.69,827.9 ,38 ,14.4 
2017-2-4 21:30:00,3351,7.80 ,106.7 ,-0.73,827.9 ,39 ,14.0 
2017-2-4 21:45:00,3352,7.70 ,109.6 ,-0.85,827.9 ,40 ,12.5 
2017-2-4 22:00:00,3353,7.50 ,107.6 ,-0.95,827.9 ,41 ,9.0 
2017-2-4 22:15:00,3354,7.50 ,107.8 ,-0.99,827.9 ,41 ,7.1 
2017-2-4 22:30:00,3355,7.70 ,108.6 ,-1.08,827.0 ,41 ,7.9 
2017-2-4 22:45:00,3356,7.70 ,105.3 ,-1.36,827.0 ,42 ,7.6 
2017-2-4 23:00:00,3357,7.80 ,106.6 ,-1.39,827.3 ,42 ,10.7 
2017-2-4 23:15:00,3358,8.00 ,105.2 ,-1.65,827.0 ,42 ,11.2 
2017-2-4 23:30:00,3359,7.80 ,113.4 ,-2.00,827.0 ,44 ,12.4 
2017-2-4 23:45:00,3360,7.60 ,112.2 ,-1.89,827.0 ,44 ,9.7 
2017-2-5 0:00:00,3361,7.90 ,106.1 ,-2.25,827.0 ,44 ,7.0 
2017-2-5 0:15:00,3362,7.90 ,113.9 ,-2.08,827.0 ,45 ,10.2 
2017-2-5 0:30:00,3363,8.10 ,111.2 ,-1.89,827.0 ,44 ,19.0 
2017-2-5 0:45:00,3364,9.10 ,105.6 ,-2.34,827.0 ,45 ,26.9 
2017-2-5 1:00:00,3365,8.70 ,104.2 ,-2.29,826.3 ,46 ,35.8 
2017-2-5 1:15:00,3366,8.70 ,98.1 ,-2.03,826.0 ,45 ,48.4 
2017-2-5 1:30:00,3367,9.30 ,112.2 ,-2.76,826.0 ,47 ,49.7 
2017-2-5 1:45:00,3368,9.30 ,108.0 ,-2.75,826.0 ,47 ,55.0 
2017-2-5 2:00:00,3369,9.10 ,101.9 ,-3.07,826.7 ,48 ,55.3 
2017-2-5 2:15:00,3370,8.40 ,105.3 ,-2.90,827.0 ,47 ,61.3 
2017-2-5 2:30:00,3371,8.50 ,117.0 ,-3.29,827.0 ,48 ,60.4 
2017-2-5 2:45:00,3372,8.90 ,115.1 ,-3.03,827.0 ,48 ,41.6 
2017-2-5 3:00:00,3373,8.60 ,115.1 ,-2.93,827.0 ,48 ,22.1 
2017-2-5 3:15:00,3374,8.20 ,113.0 ,-2.81,827.0 ,48 ,17.8 
2017-2-5 3:30:00,3375,7.60 ,115.4 ,-2.46,827.0 ,48 ,38.5 
2017-2-5 3:45:00,3376,8.00 ,116.0 ,-2.34,827.0 ,48 ,61.9 
2017-2-5 4:00:00,3377,7.50 ,120.9 ,-1.87,827.0 ,48 ,59.0 
2017-2-5 4:15:00,3378,7.60 ,121.5 ,-1.33,827.0 ,48 ,55.9 
2017-2-5 4:30:00,3379,7.70 ,117.1 ,-1.05,827.0 ,49 ,51.0 
2017-2-5 4:45:00,3380,7.10 ,115.7 ,-0.61,827.0 ,49 ,44.9 
2017-2-5 5:00:00,3381,7.10 ,118.5 ,-0.15,827.0 ,49 ,46.8 
2017-2-5 5:15:00,3382,7.00 ,112.3 ,0.36,827.0 ,50 ,55.8 
2017-2-5 5:30:00,3383,6.10 ,113.7 ,0.68,826.6 ,50 ,57.1 
2017-2-5 5:45:00,3384,6.00 ,119.1 ,0.93,826.0 ,51 ,55.9 
2017-2-5 6:00:00,3385,5.70 ,120.4 ,0.91,826.0 ,52 ,56.6 
2017-2-5 6:15:00,3386,5.80 ,118.3 ,1.40,826.7 ,49 ,57.7 
2017-2-5 6:30:00,3387,6.00 ,123.8 ,1.69,826.0 ,47 ,67.7 
2017-2-5 6:45:00,3388,5.80 ,118.8 ,2.23,826.0 ,46 ,64.4 
2017-2-5 7:00:00,3389,5.60 ,125.4 ,2.79,826.0 ,43 ,64.0 
2017-2-5 7:15:00,3390,5.60 ,126.1 ,2.68,825.0 ,42 ,65.0 
2017-2-5 7:30:00,3391,5.60 ,119.5 ,3.14,825.0 ,40 ,63.3 
2017-2-5 7:45:00,3392,4.90 ,119.1 ,3.41,825.0 ,39 ,59.8 
2017-2-5 8:00:00,3393,4.40 ,131.0 ,3.82,825.0 ,38 ,58.8 
2017-2-5 8:15:00,3394,4.20 ,129.5 ,4.02,824.6 ,37 ,59.8 
2017-2-5 8:30:00,3395,4.00 ,122.8 ,4.00,824.0 ,37 ,57.4 
2017-2-5 8:45:00,3396,3.90 ,117.8 ,4.05,824.0 ,37 ,57.8 
2017-2-5 9:00:00,3397,4.20 ,122.5 ,4.08,824.0 ,37 ,47.3 
2017-2-5 9:15:00,3398,4.50 ,121.3 ,4.23,824.0 ,36 ,35.5 
2017-2-5 9:30:00,3399,4.60 ,116.2 ,4.16,824.0 ,36 ,33.7 
2017-2-5 9:45:00,3400,5.90 ,111.6 ,4.22,824.0 ,36 ,32.3 
2017-2-5 10:00:00,3401,6.10 ,103.4 ,4.21,824.0 ,36 ,39.9 
2017-2-5 10:15:00,3402,6.20 ,94.1 ,4.19,824.0 ,36 ,49.3 
2017-2-5 10:30:00,3403,6.30 ,96.9 ,4.19,824.0 ,36 ,55.6 
2017-2-5 10:45:00,3404,6.70 ,95.9 ,4.15,824.0 ,37 ,59.9 
2017-2-5 11:00:00,3405,6.60 ,99.4 ,3.99,824.0 ,38 ,54.6 
2017-2-5 11:15:00,3406,6.10 ,84.6 ,3.95,824.0 ,38 ,49.7 
2017-2-5 11:30:00,3407,6.90 ,77.4 ,3.82,824.0 ,39 ,42.6 
2017-2-5 11:45:00,3408,6.80 ,76.6 ,3.66,824.0 ,39 ,36.9 
2017-2-5 12:00:00,3409,6.70 ,89.5 ,3.44,824.0 ,39 ,31.3 
2017-2-5 12:15:00,3410,6.70 ,96.2 ,3.16,824.0 ,39 ,35.8 
2017-2-5 12:30:00,3411,6.30 ,97.7 ,2.91,824.0 ,40 ,26.2 
2017-2-5 12:45:00,3412,6.20 ,99.4 ,2.60,824.2 ,40 ,24.0 
2017-2-5 13:00:00,3413,6.50 ,97.9 ,2.27,824.0 ,41 ,24.3 
2017-2-5 13:15:00,3414,6.50 ,96.4 ,1.90,825.0 ,42 ,19.2 
2017-2-5 13:30:00,3415,6.30 ,88.7 ,2.36,825.0 ,41 ,16.0 
2017-2-5 13:45:00,3416,6.80 ,100.6 ,2.45,825.0 ,41 ,13.0 
2017-2-5 14:00:00,3417,6.60 ,103.6 ,2.37,825.0 ,41 ,11.5 
2017-2-5 14:15:00,3418,6.30 ,96.6 ,2.38,825.0 ,41 ,11.4 
2017-2-5 14:30:00,3419,6.30 ,92.9 ,2.33,825.0 ,41 ,14.0 
2017-2-5 14:45:00,3420,6.40 ,98.3 ,2.16,825.0 ,42 ,15.4 
2017-2-5 15:00:00,3421,6.50 ,97.7 ,2.00,825.0 ,42 ,13.3 
2017-2-5 15:15:00,3422,7.10 ,98.2 ,2.10,825.0 ,41 ,13.7 
2017-2-5 15:30:00,3423,7.60 ,95.7 ,1.99,825.0 ,41 ,18.2 
2017-2-5 15:45:00,3424,7.50 ,102.0 ,1.57,825.0 ,43 ,17.3 
2017-2-5 16:00:00,3425,7.30 ,104.6 ,1.56,825.0 ,44 ,17.1 
2017-2-5 16:15:00,3426,7.40 ,106.8 ,1.45,825.0 ,44 ,25.5 
2017-2-5 16:30:00,3427,7.40 ,104.9 ,1.29,825.0 ,47 ,30.7 
2017-2-5 16:45:00,3428,7.30 ,101.9 ,1.11,825.0 ,48 ,41.3 
2017-2-5 17:00:00,3429,6.90 ,96.4 ,0.72,825.0 ,49 ,45.8 
2017-2-5 17:15:00,3430,6.50 ,94.4 ,0.89,825.0 ,49 ,44.3 
2017-2-5 17:30:00,3431,6.40 ,95.4 ,0.75,825.0 ,49 ,40.4 
2017-2-5 17:45:00,3432,6.50 ,88.3 ,1.03,825.0 ,48 ,45.6 
2017-2-5 18:00:00,3433,6.50 ,86.1 ,0.97,825.0 ,48 ,32.5 
2017-2-5 18:15:00,3434,6.30 ,78.6 ,0.83,825.0 ,48 ,20.5 
2017-2-5 18:30:00,3435,6.20 ,77.5 ,0.73,825.0 ,49 ,20.3 
2017-2-5 18:45:00,3436,6.00 ,69.5 ,0.64,825.0 ,47 ,18.3 
2017-2-5 19:00:00,3437,6.00 ,72.4 ,0.47,825.0 ,45 ,20.1 
2017-2-5 19:15:00,3438,6.10 ,84.7 ,0.34,825.0 ,46 ,17.0 
2017-2-5 19:30:00,3439,6.20 ,80.8 ,0.19,825.0 ,46 ,15.9 
2017-2-5 19:45:00,3440,6.50 ,77.0 ,-0.19,825.0 ,47 ,18.3 
2017-2-5 20:00:00,3441,7.30 ,80.6 ,-0.16,825.0 ,47 ,23.2 
2017-2-5 20:15:00,3442,7.00 ,74.5 ,-0.50,825.0 ,47 ,35.6 
2017-2-5 20:30:00,3443,7.00 ,90.5 ,-0.72,825.0 ,46 ,43.0 
2017-2-5 20:45:00,3444,7.50 ,86.7 ,-0.57,824.3 ,45 ,42.6 
2017-2-5 21:00:00,3445,7.50 ,91.5 ,-0.59,824.6 ,42 ,37.3 
2017-2-5 21:15:00,3446,7.50 ,92.6 ,-0.59,824.2 ,40 ,38.1 
2017-2-5 21:30:00,3447,7.10 ,89.9 ,-0.77,825.0 ,41 ,33.7 
2017-2-5 21:45:00,3448,6.60 ,96.8 ,-1.10,825.0 ,41 ,32.3 
2017-2-5 22:00:00,3449,6.10 ,81.8 ,-1.41,825.0 ,42 ,37.4 
2017-2-5 22:15:00,3450,5.90 ,83.0 ,-1.81,825.0 ,43 ,35.4 
2017-2-5 22:30:00,3451,5.70 ,92.3 ,-1.93,825.0 ,43 ,39.7 
2017-2-5 22:45:00,3452,5.70 ,85.2 ,-2.12,824.7 ,45 ,40.6 
2017-2-5 23:00:00,3453,5.70 ,97.1 ,-2.31,824.3 ,45 ,41.4 
2017-2-5 23:15:00,3454,5.90 ,100.6 ,-2.25,824.2 ,45 ,40.1 
2017-2-5 23:30:00,3455,6.10 ,90.0 ,-2.13,824.0 ,45 ,39.9 
2017-2-5 23:45:00,3456,6.40 ,90.8 ,-2.18,824.0 ,45 ,45.0 
2017-2-6 0:00:00,3457,6.70 ,96.9 ,-2.09,824.0 ,45 ,44.1 
2017-2-6 0:15:00,3458,6.80 ,103.9 ,-1.90,824.0 ,45 ,44.3 
2017-2-6 0:30:00,3459,7.20 ,106.4 ,-1.96,824.0 ,45 ,49.1 
2017-2-6 0:45:00,3460,7.00 ,105.1 ,-2.30,824.0 ,46 ,47.8 
2017-2-6 1:00:00,3461,6.90 ,106.0 ,-2.36,824.0 ,47 ,46.7 
2017-2-6 1:15:00,3462,6.80 ,109.5 ,-2.65,824.0 ,47 ,43.3 
2017-2-6 1:30:00,3463,6.80 ,103.7 ,-2.59,824.0 ,48 ,37.1 
2017-2-6 1:45:00,3464,7.20 ,102.0 ,-2.67,824.0 ,48 ,32.3 
2017-2-6 2:00:00,3465,7.60 ,104.3 ,-2.54,824.6 ,49 ,26.8 
2017-2-6 2:15:00,3466,7.60 ,100.7 ,-2.40,825.0 ,49 ,16.7 
2017-2-6 2:30:00,3467,7.50 ,101.3 ,-2.42,825.0 ,49 ,17.5 
2017-2-6 2:45:00,3468,7.50 ,102.7 ,-2.30,825.2 ,50 ,28.8 
2017-2-6 3:00:00,3469,7.50 ,101.2 ,-2.18,825.6 ,51 ,28.0 
2017-2-6 3:15:00,3470,7.60 ,96.8 ,-1.97,826.0 ,51 ,22.7 
2017-2-6 3:30:00,3471,7.80 ,99.5 ,-1.90,826.0 ,51 ,16.1 
2017-2-6 3:45:00,3472,7.10 ,103.3 ,-1.92,826.0 ,52 ,15.1 
2017-2-6 4:00:00,3473,6.70 ,108.8 ,-1.85,826.0 ,52 ,16.4 
2017-2-6 4:15:00,3474,6.50 ,108.7 ,-1.78,827.0 ,53 ,16.2 
2017-2-6 4:30:00,3475,7.10 ,102.8 ,-1.78,827.0 ,54 ,11.7 
2017-2-6 4:45:00,3476,7.00 ,102.0 ,-1.82,827.0 ,55 ,7.0 
2017-2-6 5:00:00,3477,6.20 ,101.4 ,-1.80,827.0 ,56 ,6.9 
2017-2-6 5:15:00,3478,6.20 ,102.8 ,-1.76,827.0 ,57 ,10.8 
2017-2-6 5:30:00,3479,5.90 ,105.9 ,-1.69,827.0 ,59 ,19.9 
2017-2-6 5:45:00,3480,5.70 ,101.2 ,-1.61,827.0 ,62 ,23.8 
2017-2-6 6:00:00,3481,5.90 ,102.6 ,-1.64,827.0 ,66 ,25.8 
2017-2-6 6:15:00,3482,6.00 ,101.7 ,-1.64,827.0 ,69 ,25.1 
2017-2-6 6:30:00,3483,5.50 ,102.8 ,-1.59,827.0 ,70 ,26.5 
2017-2-6 6:45:00,3484,5.80 ,102.6 ,-1.59,827.0 ,71 ,32.7 
2017-2-6 7:00:00,3485,6.00 ,102.0 ,-1.67,827.0 ,73 ,37.8 
2017-2-6 7:15:00,3486,5.90 ,105.8 ,-1.66,826.3 ,72 ,40.9 
2017-2-6 7:30:00,3487,5.60 ,117.6 ,-1.71,826.0 ,72 ,35.4 
2017-2-6 7:45:00,3488,5.60 ,115.8 ,-1.92,826.0 ,76 ,24.8 
2017-2-6 8:00:00,3489,5.50 ,115.3 ,-2.01,826.0 ,77 ,12.9 
2017-2-6 8:15:00,3490,5.90 ,108.8 ,-2.17,826.0 ,80 ,5.4 
2017-2-6 8:30:00,3491,5.90 ,100.4 ,-2.11,826.0 ,79 ,4.2 
2017-2-6 8:45:00,3492,5.90 ,108.7 ,-2.37,826.0 ,83 ,3.6 
2017-2-6 9:00:00,3493,5.50 ,118.2 ,-2.54,826.0 ,85 ,1.7 
2017-2-6 9:15:00,3494,5.80 ,126.2 ,-2.53,826.0 ,85 ,0.5 
2017-2-6 9:30:00,3495,5.60 ,126.5 ,-2.79,826.0 ,88 ,1.7 
2017-2-6 9:45:00,3496,5.20 ,120.9 ,-2.94,826.0 ,91 ,0.9 
2017-2-6 10:00:00,3497,4.80 ,112.7 ,-3.05,826.0 ,92 ,0.2 
2017-2-6 10:15:00,3498,5.00 ,126.6 ,-3.17,826.0 ,93 ,0.1 
2017-2-6 10:30:00,3499,5.50 ,125.1 ,-3.28,826.0 ,93 ,0.6 
2017-2-6 10:45:00,3500,5.20 ,123.9 ,-3.34,826.0 ,94 ,0.3 
2017-2-6 11:00:00,3501,5.10 ,119.4 ,-3.35,826.0 ,94 ,0.4 
2017-2-6 11:15:00,3502,5.20 ,109.2 ,-3.38,827.0 ,95 ,0.0 
2017-2-6 11:30:00,3503,5.40 ,99.4 ,-3.48,827.0 ,95 ,0.0 
2017-2-6 11:45:00,3504,5.60 ,81.7 ,-3.49,827.0 ,96 ,0.0 
2017-2-6 12:00:00,3505,6.30 ,97.4 ,-3.47,827.0 ,97 ,0.2 
2017-2-6 12:15:00,3506,5.80 ,98.0 ,-3.51,827.0 ,97 ,0.2 
2017-2-6 12:30:00,3507,6.00 ,89.0 ,-3.50,827.0 ,97 ,0.3 
2017-2-6 12:45:00,3508,5.80 ,80.1 ,-3.73,827.0 ,97 ,0.1 
2017-2-6 13:00:00,3509,5.90 ,91.4 ,-5.05,827.6 ,97 ,0.0 
2017-2-6 13:15:00,3510,6.10 ,101.9 ,-5.85,827.9 ,96 ,0.0 
2017-2-6 13:30:00,3511,6.20 ,101.1 ,-6.27,827.9 ,96 ,0.0 
2017-2-6 13:45:00,3512,6.30 ,102.5 ,-6.29,827.9 ,96 ,0.0 
2017-2-6 14:00:00,3513,5.90 ,102.0 ,-6.28,827.9 ,96 ,0.0 
2017-2-6 14:15:00,3514,5.90 ,103.7 ,-6.57,829.0 ,95 ,0.2 
2017-2-6 14:30:00,3515,5.70 ,106.7 ,-6.69,829.0 ,94 ,1.4 
2017-2-6 14:45:00,3516,6.30 ,109.4 ,-6.64,829.0 ,89 ,3.4 
2017-2-6 15:00:00,3517,5.70 ,115.2 ,-6.61,829.0 ,87 ,4.7 
2017-2-6 15:15:00,3518,5.70 ,114.6 ,-6.66,829.0 ,88 ,5.9 
2017-2-6 15:30:00,3519,5.60 ,116.3 ,-6.76,829.0 ,90 ,9.1 
2017-2-6 15:45:00,3520,5.80 ,113.8 ,-6.88,829.0 ,91 ,10.9 
2017-2-6 16:00:00,3521,5.90 ,116.8 ,-6.89,829.0 ,92 ,12.9 
2017-2-6 16:15:00,3522,5.70 ,114.9 ,-6.93,829.6 ,94 ,11.6 
2017-2-6 16:30:00,3523,5.40 ,114.4 ,-6.80,830.0 ,95 ,11.9 
2017-2-6 16:45:00,3524,4.80 ,118.4 ,-6.59,830.0 ,96 ,13.2 
2017-2-6 17:00:00,3525,4.60 ,116.1 ,-6.47,830.0 ,96 ,12.0 
2017-2-6 17:15:00,3526,1.80 ,107.5 ,-6.54,830.0 ,96 ,13.2 
2017-2-6 17:30:00,3527,1.70 ,116.2 ,-6.49,830.0 ,96 ,14.4 
2017-2-6 17:45:00,3528,1.60 ,124.9 ,-6.57,830.0 ,96 ,17.5 
2017-2-6 18:00:00,3529,1.80 ,124.1 ,-7.08,830.0 ,95 ,22.4 
2017-2-6 18:15:00,3530,1.80 ,129.9 ,-6.87,830.0 ,89 ,30.6 
2017-2-6 18:30:00,3531,2.00 ,134.9 ,-6.62,830.0 ,82 ,37.1 
2017-2-6 18:45:00,3532,2.10 ,128.7 ,-6.58,830.0 ,83 ,36.4 
2017-2-6 19:00:00,3533,1.60 ,135.2 ,-6.57,830.0 ,85 ,30.9 
2017-2-6 19:15:00,3534,1.80 ,134.6 ,-6.51,830.0 ,85 ,26.9 
2017-2-6 19:30:00,3535,1.80 ,132.9 ,-6.49,830.0 ,84 ,26.7 
2017-2-6 19:45:00,3536,2.20 ,135.9 ,-6.41,829.6 ,84 ,26.7 
2017-2-6 20:00:00,3537,1.70 ,134.7 ,-6.35,830.0 ,82 ,31.6 
2017-2-6 20:15:00,3538,2.20 ,134.4 ,-6.32,829.9 ,76 ,39.8 
2017-2-6 20:30:00,3539,2.40 ,145.7 ,-6.33,829.0 ,71 ,48.6 
2017-2-6 20:45:00,3540,2.30 ,147.3 ,-6.42,829.2 ,70 ,50.9 
2017-2-6 21:00:00,3541,3.00 ,146.1 ,-6.47,829.0 ,70 ,61.2 
2017-2-6 21:15:00,3542,3.30 ,142.3 ,-6.56,829.0 ,71 ,55.8 
2017-2-6 21:30:00,3543,3.40 ,126.4 ,-6.63,829.0 ,72 ,50.4 
2017-2-6 21:45:00,3544,3.20 ,118.2 ,-6.88,829.0 ,68 ,46.6 
2017-2-6 22:00:00,3545,3.30 ,111.2 ,-7.14,829.0 ,67 ,41.1 
2017-2-6 22:15:00,3546,3.30 ,73.1 ,-7.33,829.0 ,65 ,40.2 
2017-2-6 22:30:00,3547,3.50 ,47.5 ,-7.59,829.0 ,65 ,40.7 
2017-2-6 22:45:00,3548,2.90 ,46.3 ,-7.73,829.0 ,65 ,35.8 
2017-2-6 23:00:00,3549,2.60 ,40.0 ,-8.01,828.5 ,66 ,41.7 
2017-2-6 23:15:00,3550,2.50 ,49.1 ,-8.20,827.9 ,67 ,43.8 
2017-2-6 23:30:00,3551,3.00 ,88.9 ,-8.42,827.9 ,67 ,48.0 
2017-2-6 23:45:00,3552,3.60 ,107.6 ,-8.57,827.9 ,67 ,49.9 
2017-2-7 0:00:00,3553,3.20 ,111.3 ,-8.64,828.3 ,67 ,55.1 
2017-2-7 0:15:00,3554,3.30 ,112.7 ,-8.78,829.0 ,67 ,57.2 
2017-2-7 0:30:00,3555,3.30 ,113.8 ,-8.91,829.0 ,68 ,61.1 
2017-2-7 0:45:00,3556,3.50 ,104.8 ,-9.00,829.0 ,68 ,60.9 
2017-2-7 1:00:00,3557,2.90 ,84.3 ,-9.18,829.0 ,69 ,57.8 
2017-2-7 1:15:00,3558,2.60 ,74.7 ,-9.17,829.0 ,68 ,60.4 
2017-2-7 1:30:00,3559,2.50 ,73.0 ,-9.18,829.0 ,69 ,69.0 
